"GEOID","OBJECTID","DTH_CUM_CP","population"
"55087012506",2776233,6,4034
"55087012601",2763170,9,9930
"55087012602",2576850,1,4971
"55087012700",2535276,20,6280
"55087012800",2492071,7,7841
"55087012901",2056698,8,6211
"55087012902",2788211,3,3764
"55087013100",2742486,12,5889
"55087013200",2698406,3,3862
"55087013300",2481062,20,7672
"55087940000",2202363,7,4729
"55089610101",2497048,3,4452
"55089610102",2729643,3,3939
"55089620100",2017328,6,5890
"55089630100",2298889,7,2643
"55089630201",2220432,7,4742
"55089630202",2863329,9,5146
"55089640100",2338128,19,5811
"55089640200",2196223,11,9009
"55089650101",2525187,5,6150
"55089650102",2147242,3,2949
"55089650200",2441332,8,4820
"55089650300",1935440,9,5626
"55089660100",2282444,10,3157
"55089660201",2175497,1,3894
"55089660202",1912239,12,6472
"55089660301",1875257,12,5646
"55089660303",2062402,17,5056
"55089660304",2898163,3,3195
"55089990000",2817042,0,0
"55091950100",2330660,10,3921
"55091950200",1866320,5,3344
"55093960100",2864951,4,2912
"55093960200",2894994,4,6171
"55093960300",2267334,2,5761
"55093960400",2365529,2,5466
"55093960500",2836110,19,8288
"55093960600",2723934,2,4924
"55093960700",2138019,22,4870
"55093960800",2566502,11,3585
"55095960100",2319009,14,3576
"55095960200",2895812,11,3744
"55095960300",2267935,8,5453
"55095960500",2702214,2,2921
"55095960600",2784295,4,2165
"55095960700",2671909,12,5804
"55095960800",2387785,11,6181
"55095960900",2620051,5,5134
"55095961000",2138800,33,4641
"55095961100",2396952,8,3819
"55097960100",1958225,4,4467
"55097960200",1950461,9,4783
"55097960300",2571928,5,3803
"55097960400",2061410,6,6774
"55097960500",2863067,24,7695
"55097960600",2647007,12,5311
"55097960701",2846335,7,5164
"55097960702",2729759,2,3451
"55097960800",2892967,10,5080
"55097960900",2572544,4,3194
"55097961000",2529472,6,2610
"55097961100",2730084,26,7147
"55097961200",2755871,15,6180
"55097961300",1916002,8,4973
"55099970100",1904661,3,2476
"55099970200",2868180,3,2560
"55099970400",2893638,5,1805
"55099970500",2009553,3,2064
"55099970600",2463167,5,2176
"55099970700",2188731,4,2335
"55101000100",1988172,1,1076
"55101000200",1880980,16,5532
"55101000300",2911916,11,3889
"55101000400",2556486,13,3456
"55101000500",2860814,19,4861
"55101000600",2368905,14,5131
"55101000700",2705394,7,5554
"55101000800",2591769,19,4026
"55101000901",2206537,10,3761
"55101000903",2570004,9,4001
"55101000904",2390733,21,5036
"55101001001",2657607,28,2345
"55101001002",2649346,6,2823
"55101001003",2744811,8,4377
"55101001100",2288564,17,6121
"55101001201",2378163,5,3620
"55101001202",2921905,13,6894
"55101001301",2161525,6,4250
"55101001302",2592822,12,4109
"55101001400",1853158,9,6586
"55101001501",2234791,9,3528
"55101001502",2029136,43,7032
"55101001504",2477927,13,2731
"55101001505",2435457,8,4151
"55101001601",2032794,13,6651
"55101001602",2119552,3,2906
"55101001701",2410226,8,3599
"55101001702",2041402,18,6641
"55101001703",1999456,13,4362
"55101001705",1954256,8,5590
"55101001706",2302772,15,3555
"55101001801",1873936,22,5169
"55101001802",2419012,3,2908
"55101001900",2616467,6,3916
"55101002001",2166737,3,3210
"55101002002",2672689,5,4890
"55101002100",1859518,4,3239
"55101002401",2892820,10,5575
"55101002402",2815983,25,5677
"55101002600",2634052,21,5792
"55101002701",2453801,8,3964
"55101002702",1893029,16,6055
"55101002800",2013351,19,6049
"55101980000",2563950,26,964
"55103970100",2902200,3,2986
"55103970200",2686490,10,4634
"55103970300",2919901,4,2542
"55103970400",2257381,8,3246
"55103970500",2249001,12,4051
"55105000100",2686808,1,958
"55105000200",2812849,5,2775
"55105000300",2355930,5,2862
"55105000400",1924406,8,3983
"55105000500",2613654,6,4447
"55105000600",2399075,3,3282
"55105000700",2596019,11,4184
"55105000800",2587128,4,3814
"55105000900",2574254,2,2829
"55105001000",2705468,6,3311
"55105001100",2318157,19,4667
"55105001201",1894522,4,5342
"55105001202",2857145,6,6318
"55105001302",1909913,9,6509
"55105001303",2426072,8,4711
"55105001304",2211143,11,8461
"55105001400",2137824,6,6072
"55105001500",2775194,5,2413
"55105001600",1961414,14,4468
"55105001700",2758357,10,5029
"55105001800",2715558,12,4571
"55105001900",2361875,7,2818
"55105002000",2519808,4,3772
"55105002100",2016240,6,3897
"55105002200",2502999,7,2309
"55105002300",2289302,4,1923
"55105002400",2797361,7,3916
"55105002500",2754373,13,2543
"55105002601",2332531,18,5426
"55105002602",2733056,8,4263
"55105002700",2242950,2,2474
"55105002800",1914522,11,5192
"55105002900",1906954,11,8278
"55105003001",1930242,13,4910
"55105003002",1986080,5,5506
"55105003100",2045244,14,7737
"55105003200",2461393,6,2506
"55105003300",2418545,12,3676
"55107960100",2754712,9,3505
"55107960200",2746262,3,1995
"55107960300",2806678,8,2224
"55107960400",2281411,5,2959
"55107960500",2273003,18,3449
"55109120100",2069008,0,1932
"55109120201",2698678,7,5801
"55109120202",2414561,3,5430
"55109120300",2045604,3,5778
"55109120400",1907506,12,11074
"55109120501",2558786,10,5581
"55109120502",2550063,8,5665
"55109120600",2470206,4,8260
"55109120700",2427617,10,4534
"55109120800",2057491,13,8216
"55109120901",2720936,21,4320
"55109120903",2401609,15,10283
"55109120904",2096478,4,4211
"55109121000",2659550,17,7647
"55111000100",2104414,12,6988
"55111000200",2598501,5,5012
"55111000300",2419048,10,7085
"55111000401",1888796,14,5422
"55111000402",2537500,5,3408
"55111000500",1869138,4,3449
"55111000600",2520607,5,6799
"55111000700",2854734,3,2933
"55111000800",2776672,6,3877
"55111000900",1930839,10,4842
"55111001001",2585206,15,6763
"55111001002",2646896,9,3086
"55111001100",2162817,3,4258
"55113100300",2457740,11,5018
"55113100400",2239647,1,2146
"55113100500",2470499,10,3145
"55113100700",1999866,5,1512
"55113100800",2833286,11,1553
"55113940000",2375590,12,3025
"55115100100",2367280,7,2851
"55115100200",1999946,5,1753
"55115100300",1986890,8,3673
"55115100400",2785548,6,4447
"55115100500",2260932,32,4773
"55115100600",2699201,12,4206
"55115100700",2794148,9,3119
"55115100800",2855107,18,4877
"55115100900",2811779,12,3625
"55115101000",2350737,2,3741
"55115101100",1889309,10,3839
"55117000100",2135555,4,3481
"55117000201",2842264,4,2961
"55117000202",2625511,7,4240
"55117000300",1951073,16,7049
"55117000400",1912040,15,4424
"55117000500",2872045,8,3168
"55117000800",2897573,8,5553
"55117000900",2889025,13,5228
"55117001000",2846737,23,7005
"55117001100",2594725,11,3604
"55117010100",2212972,0,1492
"55117010200",1884831,9,4792
"55117010300",2428437,8,3282
"55117010400",2089244,5,3605
"55117010501",2721693,13,7764
"55117010502",2437149,16,3816
"55117010601",2224677,25,5484
"55117010602",1927539,7,3911
"55117010700",2617179,23,8669
"55117010800",2603850,1,3372
"55117010900",2458410,5,3238
"55117011000",2213122,4,2818
"55117011100",2924178,2,2913
"55117011200",2329845,6,3523
"55117011300",2188304,15,7274
"55117011400",2058509,7,2512
"55119960100",1916218,16,4211
"55119960200",2070183,3,2205
"55119960300",2734846,10,2977
"55119960400",2415939,15,4879
"55119960500",2109471,15,2701
"55119960600",2777725,7,3352
"55121100100",2030396,10,3263
"55121100200",2893864,2,3407
"55121100300",2538665,3,2471
"55121100400",2159831,10,4078
"55121100500",2626254,7,3013
"55121100600",2376633,3,4003
"55121100700",2334660,8,5342
"55121100800",2128691,5,3922
"55123960100",2022317,10,4271
"55123960200",2856070,6,4342
"55123960300",2743645,8,4671
"55123960400",1901382,31,4847
"55123960500",2278787,5,3510
"55123960600",2613526,7,4864
"55123960700",2847539,6,4128
"55125940000",2488532,6,3491
"55125950200",2412021,19,4204
"55125950500",2538972,20,5892
"55125950600",2291647,16,3672
"55125950700",2385600,11,4492
"55127000101",1851477,5,5706
"55127000102",2782484,2,2882
"55127000200",2595744,8,5928
"55127000301",1988338,2,2925
"55127000302",2682864,12,6633
"55127000400",2709351,31,3517
"55127000501",2321956,0,4506
"55127000502",2726947,17,3922
"55127000600",2140675,13,5760
"55127000701",2066999,9,4015
"55127000702",2869118,19,4528
"55127000800",2756952,10,4856
"55127000901",2609468,11,5968
"55127000902",2326534,4,3381
"55127001000",2731413,20,5166
"55127001501",2687613,2,3286
"55127001502",2882048,6,5242
"55127001602",2356399,18,6255
"55127001603",2055629,11,2433
"55127001604",2476524,7,5001
"55127001701",2364873,11,5892
"55127001702",2809344,6,5272
"55129950100",2835397,4,1941
"55129950200",1886524,4,1735
"55129950300",1972637,5,2683
"55129950500",2701351,15,4974
"55129950600",2518923,12,4355
"55131400102",2753387,5,3944
"55131400103",2848674,8,3754
"55131400104",2666641,8,5831
"55131410100",2275921,10,5315
"55131420103",2075601,21,6289
"55131420104",2396221,13,4740
"55131420105",2334277,5,4680
"55131420106",1869223,9,3369
"55131420200",2189767,7,5562
"55131420300",2553808,18,5707
"55131420401",2892373,2,2404
"55131420402",2571817,5,2261
"55131430100",2290017,4,5608
"55131440103",2763587,7,4921
"55131440104",2406110,17,6273
"55131440105",2131457,5,3793
"55131440106",2252276,1,3809
"55131440200",2616723,8,3839
"55131450103",2167028,9,5114
"55131450104",2772674,11,7011
"55131450105",2350741,25,2428
"55131450106",2112733,12,6114
"55131460101",2402336,11,6540
"55131460102",2069842,7,5150
"55131470100",2764605,9,5417
"55131470202",2209574,25,5885
"55131470203",2920287,8,4924
"55131470204",2001559,8,4243
"55133200101",2059386,21,4715
"55133200102",2826585,9,5073
"55133200103",2137189,6,3217
"55133200201",2701087,24,3764
"55133200202",2657504,9,4333
"55133200300",2408611,6,4897
"55133200400",2848592,16,6473
"55133200500",1902396,13,5851
"55133200600",2728144,6,1821
"55133200700",2753896,6,3895
"55133200801",2259513,6,4596
"55133200803",2801669,9,4452
"55133200804",2689066,1,3682
"55133200901",1883007,8,3870
"55133200902",2637334,4,3884
"55133201000",2802141,19,6192
"55133201101",2178552,7,5381
"55133201102",2333104,6,2993
"55133201201",2223973,4,1936
"55133201202",2828863,20,6255
"55133201203",2508220,30,3080
"55133201300",2776872,8,5097
"55133201402",2388882,43,5034
"55133201403",2380117,3,4045
"55133201404",2232220,7,3425
"55133201503",2842364,11,6418
"55133201504",2183736,8,6423
"55133201505",2308027,5,2917
"55133201506",2367932,19,4731
"55133201600",2773371,5,5326
"55133201701",2695607,14,4583
"55133201703",2475876,13,5697
"55133201704",2364113,1,5494
"55133201800",1865956,7,1520
"55133201900",2691431,21,5938
"55133202001",2047171,9,5449
"55133202002",2674265,8,3946
"55133202101",2497332,9,4271
"55133202102",2416866,4,5177
"55133202103",2141170,2,3585
"55133202201",2164962,7,4487
"55133202202",2701273,42,5572
"55133202301",2762088,10,4282
"55133202302",1887268,14,6641
"55133202400",2103281,7,4968
"55133202500",2186083,8,3972
"55133202600",2895865,7,3307
"55133202700",2439565,7,1673
"55133202800",2913545,20,4285
"55133202901",2153991,11,4713
"55133202902",2482171,18,3750
"55133203000",2439904,3,2474
"55133203101",2392289,17,6392
"55133203102",2728890,29,7388
"55133203103",2049399,9,4975
"55133203200",2104117,5,4553
"55133203303",2737763,8,3656
"55133203304",2220119,11,5042
"55133203305",2049885,10,4498
"55133203306",2603094,18,6449
"55133203402",2154806,2,3718
"55133203403",2311577,9,5633
"55133203404",2303022,2,3149
"55133203405",2432220,5,4387
"55133203406",2061562,7,7194
"55133203500",1854675,12,6685
"55133203601",2572287,10,4130
"55133203602",2393156,5,5603
"55133203702",2798448,6,4732
"55133203703",2307565,3,3397
"55133203704",1911874,3,5160
"55133203802",2224389,4,6341
"55133203803",2282131,7,3851
"55133203804",2475155,13,7780
"55133203901",1974968,7,4846
"55133203902",2290829,7,4286
"55133204002",2120497,8,5673
"55133204003",2617188,7,3891
"55133204004",2471139,5,4281
"55133204100",2564133,11,5239
"55133204200",2116909,13,6906
"55133204301",2577396,23,5913
"55133204302",2534282,14,4165
"55133204400",2630440,6,2115
"55133204501",2179912,5,2587
"55133204502",2372341,9,6300
"55135100100",2743473,18,3853
"55135100200",1959632,5,2688
"55135100300",2617667,7,3631
"55135100400",2105721,15,4377
"55135100500",2257774,8,2765
"55135100600",2283015,50,5044
"55135100700",1851330,27,3277
"55135100800",2713562,6,4604
"55135100900",2424958,15,5955
"55135101000",2864666,31,6334
"55135101100",1948255,10,4841
"55135101200",2102073,8,3876
"55137960100",2873273,8,2819
"55137960200",2661357,10,3813
"55137960300",2210325,11,3288
"55137960400",2399191,9,3338
"55137960600",2031150,2,2117
"55137960700",1856604,13,4430
"55137960800",2578528,15,4388
"55139000100",2605078,6,2453
"55139000200",2254188,7,2721
"55139000300",2086551,12,4117
"55139000400",2369000,7,2996
"55139000500",1871557,12,6570
"55139000700",2386253,0,4824
"55139000800",2653183,6,2986
"55139000900",2539782,7,3342
"55139001000",2740331,10,2706
"55139001100",2425750,22,4200
"55139001200",1952835,1,2189
"55139001300",2169128,4,2576
"55139001400",2327285,14,3928
"55139001500",2523354,4,3213
"55139001600",2619218,8,4767
"55139001700",2679760,10,5434
"55139001801",2809931,6,5061
"55139001803",2588100,21,6258
"55139001804",2409102,8,4653
"55139001900",2365687,7,5020
"55139002000",2255016,13,7192
"55139002100",2122638,4,3862
"55139002201",2344908,11,5196
"55139002202",2540613,7,2845
"55139002300",2357464,7,5584
"55139002400",2452152,15,10505
"55139002500",2079870,9,4866
"55139002601",1877680,13,3682
"55139002602",2736944,11,4898
"55139002700",2728438,3,2554
"55139002800",2545051,8,4683
"55139002900",1906684,2,2403
"55139003000",2766977,3,1615
"55139003100",2689010,4,2002
"55139003200",2680399,2,2428
"55139003300",2637152,4,2486
"55139003400",2186449,4,4606
"55139003500",2276552,12,2622
"55139003600",2883364,4,4070
"55139003701",2528368,2,3640
"55139003702",1895482,18,8658
"55141010100",1887998,10,4699
"55141010200",2815057,12,4959
"55141010300",2323817,2,2740
"55141010400",2866635,12,3573
"55141010500",2138581,8,3142
"55141010600",2396691,23,4169
"55141010700",1899444,7,5055
"55141010800",2584569,5,2788
"55141010900",2302461,11,4185
"55141011000",1907260,13,5424
"55141011100",1930464,4,3492
"55141011200",2478522,10,3743
"55141011300",2401451,7,4855
"55141011400",2096348,23,4886
"55141011500",2247680,10,5850
"55141011600",2049775,13,4976
"55141011700",1878910,20,4576
"TRACT N/A",2663918,349,NA
