"Origin Movement ID","Origin Display Name","Destination Movement ID","Destination Display Name","Date Range","Mean Travel Time (Seconds)","Range - Lower Bound Travel Time (Seconds)","Range - Upper Bound Travel Time (Seconds)"
"891","Newham, 00BB (891)","265","Newham, 00BB (265)","1/6/2019 - 31/8/2019, Every day, Daily Average",760,537,1074
"891","Newham, 00BB (891)","266","Newham, 00BB (266)","1/6/2019 - 31/8/2019, Every day, Daily Average",891,624,1270
"891","Newham, 00BB (891)","267","Newham, 00BB (267)","1/6/2019 - 31/8/2019, Every day, Daily Average",888,654,1204
"891","Newham, 00BB (891)","268","Newham, 00BB (268)","1/6/2019 - 31/8/2019, Every day, Daily Average",602,381,949
"891","Newham, 00BB (891)","269","Newham, 00BB (269)","1/6/2019 - 31/8/2019, Every day, Daily Average",583,403,842
"891","Newham, 00BB (891)","270","Newham, 00BB (270)","1/6/2019 - 31/8/2019, Every day, Daily Average",523,340,802
"891","Newham, 00BB (891)","271","Newham, 00BB (271)","1/6/2019 - 31/8/2019, Every day, Daily Average",492,194,1242
"891","Newham, 00BB (891)","273","Redbridge, 00BC (273)","1/6/2019 - 31/8/2019, Every day, Daily Average",1185,931,1507
"891","Newham, 00BB (891)","274","Redbridge, 00BC (274)","1/6/2019 - 31/8/2019, Every day, Daily Average",1581,1259,1983
"891","Newham, 00BB (891)","275","Redbridge, 00BC (275)","1/6/2019 - 31/8/2019, Every day, Daily Average",1415,1117,1791
"891","Newham, 00BB (891)","276","Redbridge, 00BC (276)","1/6/2019 - 31/8/2019, Every day, Daily Average",1321,1030,1693
"891","Newham, 00BB (891)","277","Redbridge, 00BC (277)","1/6/2019 - 31/8/2019, Every day, Daily Average",1696,1284,2240
"891","Newham, 00BB (891)","278","Redbridge, 00BC (278)","1/6/2019 - 31/8/2019, Every day, Daily Average",1356,1015,1810
"891","Newham, 00BB (891)","279","Redbridge, 00BC (279)","1/6/2019 - 31/8/2019, Every day, Daily Average",1397,1062,1837
"891","Newham, 00BB (891)","280","Redbridge, 00BC (280)","1/6/2019 - 31/8/2019, Every day, Daily Average",1105,858,1421
"891","Newham, 00BB (891)","281","Redbridge, 00BC (281)","1/6/2019 - 31/8/2019, Every day, Daily Average",1427,1121,1815
"891","Newham, 00BB (891)","282","Redbridge, 00BC (282)","1/6/2019 - 31/8/2019, Every day, Daily Average",1116,872,1428
"891","Newham, 00BB (891)","283","Redbridge, 00BC (283)","1/6/2019 - 31/8/2019, Every day, Daily Average",1770,1317,2378
"891","Newham, 00BB (891)","284","Redbridge, 00BC (284)","1/6/2019 - 31/8/2019, Every day, Daily Average",1478,1136,1922
"891","Newham, 00BB (891)","285","Southwark, 00BE (285)","1/6/2019 - 31/8/2019, Every day, Daily Average",1946,1526,2480
"891","Newham, 00BB (891)","286","Southwark, 00BE (286)","1/6/2019 - 31/8/2019, Every day, Daily Average",1443,1081,1924
"891","Newham, 00BB (891)","287","Southwark, 00BE (287)","1/6/2019 - 31/8/2019, Every day, Daily Average",1781,1406,2254
"891","Newham, 00BB (891)","288","Southwark, 00BE (288)","1/6/2019 - 31/8/2019, Every day, Daily Average",2054,1736,2429
"891","Newham, 00BB (891)","289","Southwark, 00BE (289)","1/6/2019 - 31/8/2019, Every day, Daily Average",1730,1411,2120
"891","Newham, 00BB (891)","290","Southwark, 00BE (290)","1/6/2019 - 31/8/2019, Every day, Daily Average",2503,2136,2932
"891","Newham, 00BB (891)","291","Southwark, 00BE (291)","1/6/2019 - 31/8/2019, Every day, Daily Average",2305,1970,2696
"891","Newham, 00BB (891)","292","Southwark, 00BE (292)","1/6/2019 - 31/8/2019, Every day, Daily Average",2495,2111,2948
"891","Newham, 00BB (891)","317","Tower Hamlets, 00BG (317)","1/6/2019 - 31/8/2019, Every day, Daily Average",895,709,1128
"891","Newham, 00BB (891)","318","Tower Hamlets, 00BG (318)","1/6/2019 - 31/8/2019, Every day, Daily Average",1208,905,1610
"891","Newham, 00BB (891)","319","Tower Hamlets, 00BG (319)","1/6/2019 - 31/8/2019, Every day, Daily Average",842,644,1099
"891","Newham, 00BB (891)","320","Tower Hamlets, 00BG (320)","1/6/2019 - 31/8/2019, Every day, Daily Average",1307,1055,1618
"891","Newham, 00BB (891)","321","Tower Hamlets, 00BG (321)","1/6/2019 - 31/8/2019, Every day, Daily Average",1039,799,1350
"891","Newham, 00BB (891)","322","Tower Hamlets, 00BG (322)","1/6/2019 - 31/8/2019, Every day, Daily Average",1163,886,1525
"891","Newham, 00BB (891)","323","Tower Hamlets, 00BG (323)","1/6/2019 - 31/8/2019, Every day, Daily Average",486,312,755
"891","Newham, 00BB (891)","324","Waltham Forest, 00BH (324)","1/6/2019 - 31/8/2019, Every day, Daily Average",1507,1163,1951
"891","Newham, 00BB (891)","325","Waltham Forest, 00BH (325)","1/6/2019 - 31/8/2019, Every day, Daily Average",1282,925,1775
"891","Newham, 00BB (891)","326","Waltham Forest, 00BH (326)","1/6/2019 - 31/8/2019, Every day, Daily Average",1313,908,1897
"891","Newham, 00BB (891)","327","Waltham Forest, 00BH (327)","1/6/2019 - 31/8/2019, Every day, Daily Average",1240,884,1738
"891","Newham, 00BB (891)","328","Waltham Forest, 00BH (328)","1/6/2019 - 31/8/2019, Every day, Daily Average",1326,915,1920
"891","Newham, 00BB (891)","329","Waltham Forest, 00BH (329)","1/6/2019 - 31/8/2019, Every day, Daily Average",1345,1009,1791
"891","Newham, 00BB (891)","330","Wandsworth, 00BJ (330)","1/6/2019 - 31/8/2019, Every day, Daily Average",2810,2291,3445
"891","Newham, 00BB (891)","331","Wandsworth, 00BJ (331)","1/6/2019 - 31/8/2019, Every day, Daily Average",2572,2104,3142
"891","Newham, 00BB (891)","332","Wandsworth, 00BJ (332)","1/6/2019 - 31/8/2019, Every day, Daily Average",2901,2348,3583
"891","Newham, 00BB (891)","333","Wandsworth, 00BJ (333)","1/6/2019 - 31/8/2019, Every day, Daily Average",3086,2462,3867
"891","Newham, 00BB (891)","334","Wandsworth, 00BJ (334)","1/6/2019 - 31/8/2019, Every day, Daily Average",2865,2388,3437
"891","Newham, 00BB (891)","335","Wandsworth, 00BJ (335)","1/6/2019 - 31/8/2019, Every day, Daily Average",3030,2481,3700
"891","Newham, 00BB (891)","336","Wandsworth, 00BJ (336)","1/6/2019 - 31/8/2019, Every day, Daily Average",3031,2528,3632
"891","Newham, 00BB (891)","337","Wandsworth, 00BJ (337)","1/6/2019 - 31/8/2019, Every day, Daily Average",3440,2764,4280
"891","Newham, 00BB (891)","338","Wandsworth, 00BJ (338)","1/6/2019 - 31/8/2019, Every day, Daily Average",3878,3029,4964
"891","Newham, 00BB (891)","339","Wandsworth, 00BJ (339)","1/6/2019 - 31/8/2019, Every day, Daily Average",3347,2720,4117
"891","Newham, 00BB (891)","340","Wandsworth, 00BJ (340)","1/6/2019 - 31/8/2019, Every day, Daily Average",3607,2884,4510
"891","Newham, 00BB (891)","341","Wandsworth, 00BJ (341)","1/6/2019 - 31/8/2019, Every day, Daily Average",3307,2731,4003
"891","Newham, 00BB (891)","342","Wandsworth, 00BJ (342)","1/6/2019 - 31/8/2019, Every day, Daily Average",3864,2992,4988
"891","Newham, 00BB (891)","343","Wandsworth, 00BJ (343)","1/6/2019 - 31/8/2019, Every day, Daily Average",3162,2642,3783
"891","Newham, 00BB (891)","344","Wandsworth, 00BJ (344)","1/6/2019 - 31/8/2019, Every day, Daily Average",3486,2817,4312
"891","Newham, 00BB (891)","345","Wandsworth, 00BJ (345)","1/6/2019 - 31/8/2019, Every day, Daily Average",3428,2800,4196
"891","Newham, 00BB (891)","346","Wandsworth, 00BJ (346)","1/6/2019 - 31/8/2019, Every day, Daily Average",3616,2909,4493
"891","Newham, 00BB (891)","347","Wandsworth, 00BJ (347)","1/6/2019 - 31/8/2019, Every day, Daily Average",3089,2569,3713
"891","Newham, 00BB (891)","348","Wandsworth, 00BJ (348)","1/6/2019 - 31/8/2019, Every day, Daily Average",3251,2664,3966
"891","Newham, 00BB (891)","349","Wandsworth, 00BJ (349)","1/6/2019 - 31/8/2019, Every day, Daily Average",3767,2828,5016
"891","Newham, 00BB (891)","350","Wandsworth, 00BJ (350)","1/6/2019 - 31/8/2019, Every day, Daily Average",3333,2709,4099
"891","Newham, 00BB (891)","351","Wandsworth, 00BJ (351)","1/6/2019 - 31/8/2019, Every day, Daily Average",3284,2691,4007
"891","Newham, 00BB (891)","352","Wandsworth, 00BJ (352)","1/6/2019 - 31/8/2019, Every day, Daily Average",3453,2784,4282
"891","Newham, 00BB (891)","353","Wandsworth, 00BJ (353)","1/6/2019 - 31/8/2019, Every day, Daily Average",3714,3062,4504
"891","Newham, 00BB (891)","354","Wandsworth, 00BJ (354)","1/6/2019 - 31/8/2019, Every day, Daily Average",3560,2870,4415
"891","Newham, 00BB (891)","356","Westminster, 00BK (356)","1/6/2019 - 31/8/2019, Every day, Daily Average",3014,2375,3823
"891","Newham, 00BB (891)","357","Westminster, 00BK (357)","1/6/2019 - 31/8/2019, Every day, Daily Average",3284,2617,4120
"891","Newham, 00BB (891)","358","Westminster, 00BK (358)","1/6/2019 - 31/8/2019, Every day, Daily Average",2892,2261,3699
"891","Newham, 00BB (891)","359","Westminster, 00BK (359)","1/6/2019 - 31/8/2019, Every day, Daily Average",2706,2118,3455
"891","Newham, 00BB (891)","360","Westminster, 00BK (360)","1/6/2019 - 31/8/2019, Every day, Daily Average",3344,2659,4204
"891","Newham, 00BB (891)","361","Westminster, 00BK (361)","1/6/2019 - 31/8/2019, Every day, Daily Average",3458,2768,4319
"891","Newham, 00BB (891)","362","Westminster, 00BK (362)","1/6/2019 - 31/8/2019, Every day, Daily Average",1974,1487,2618
"891","Newham, 00BB (891)","363","Westminster, 00BK (363)","1/6/2019 - 31/8/2019, Every day, Daily Average",2796,2139,3653
"891","Newham, 00BB (891)","364","Westminster, 00BK (364)","1/6/2019 - 31/8/2019, Every day, Daily Average",2067,1574,2713
"891","Newham, 00BB (891)","365","Westminster, 00BK (365)","1/6/2019 - 31/8/2019, Every day, Daily Average",2665,2053,3459
"891","Newham, 00BB (891)","366","Barnet, 00AC (366)","1/6/2019 - 31/8/2019, Every day, Daily Average",2886,2261,3682
"891","Newham, 00BB (891)","367","Barnet, 00AC (367)","1/6/2019 - 31/8/2019, Every day, Daily Average",2770,2171,3534
"891","Newham, 00BB (891)","368","Barnet, 00AC (368)","1/6/2019 - 31/8/2019, Every day, Daily Average",2494,1997,3113
"891","Newham, 00BB (891)","369","Barnet, 00AC (369)","1/6/2019 - 31/8/2019, Every day, Daily Average",2686,2118,3404
"891","Newham, 00BB (891)","370","Barnet, 00AC (370)","1/6/2019 - 31/8/2019, Every day, Daily Average",2529,2025,3157
"891","Newham, 00BB (891)","371","Barnet, 00AC (371)","1/6/2019 - 31/8/2019, Every day, Daily Average",2869,2340,3517
"891","Newham, 00BB (891)","372","Barnet, 00AC (372)","1/6/2019 - 31/8/2019, Every day, Daily Average",2670,2133,3340
"891","Newham, 00BB (891)","373","Barnet, 00AC (373)","1/6/2019 - 31/8/2019, Every day, Daily Average",2772,2208,3478
"891","Newham, 00BB (891)","374","Barnet, 00AC (374)","1/6/2019 - 31/8/2019, Every day, Daily Average",2795,2258,3459
"891","Newham, 00BB (891)","375","Barnet, 00AC (375)","1/6/2019 - 31/8/2019, Every day, Daily Average",2792,2333,3341
"891","Newham, 00BB (891)","376","Barnet, 00AC (376)","1/6/2019 - 31/8/2019, Every day, Daily Average",2849,2379,3410
"891","Newham, 00BB (891)","377","Bexley, 00AD (377)","1/6/2019 - 31/8/2019, Every day, Daily Average",2116,1516,2952
"891","Newham, 00BB (891)","378","Bexley, 00AD (378)","1/6/2019 - 31/8/2019, Every day, Daily Average",2091,1516,2882
"891","Newham, 00BB (891)","379","Bexley, 00AD (379)","1/6/2019 - 31/8/2019, Every day, Daily Average",2217,1645,2986
"891","Newham, 00BB (891)","380","Bexley, 00AD (380)","1/6/2019 - 31/8/2019, Every day, Daily Average",2303,1714,3092
"891","Newham, 00BB (891)","382","Bexley, 00AD (382)","1/6/2019 - 31/8/2019, Every day, Daily Average",2116,1678,2666
"891","Newham, 00BB (891)","388","Bexley, 00AD (388)","1/6/2019 - 31/8/2019, Every day, Daily Average",1868,1365,2554
"891","Newham, 00BB (891)","391","Bexley, 00AD (391)","1/6/2019 - 31/8/2019, Every day, Daily Average",1699,1374,2100
"891","Newham, 00BB (891)","392","Bexley, 00AD (392)","1/6/2019 - 31/8/2019, Every day, Daily Average",1411,1095,1816
"891","Newham, 00BB (891)","393","Bexley, 00AD (393)","1/6/2019 - 31/8/2019, Every day, Daily Average",1626,1280,2064
"891","Newham, 00BB (891)","394","Bexley, 00AD (394)","1/6/2019 - 31/8/2019, Every day, Daily Average",1426,1086,1871
"891","Newham, 00BB (891)","395","Bexley, 00AD (395)","1/6/2019 - 31/8/2019, Every day, Daily Average",1686,1309,2170
"891","Newham, 00BB (891)","396","Bexley, 00AD (396)","1/6/2019 - 31/8/2019, Every day, Daily Average",1530,1201,1948
"891","Newham, 00BB (891)","397","Bexley, 00AD (397)","1/6/2019 - 31/8/2019, Every day, Daily Average",1476,1142,1906
"891","Newham, 00BB (891)","399","Bexley, 00AD (399)","1/6/2019 - 31/8/2019, Every day, Daily Average",1601,1248,2053
"891","Newham, 00BB (891)","400","Bexley, 00AD (400)","1/6/2019 - 31/8/2019, Every day, Daily Average",1708,1395,2089
"891","Newham, 00BB (891)","401","Bexley, 00AD (401)","1/6/2019 - 31/8/2019, Every day, Daily Average",2025,1470,2788
"891","Newham, 00BB (891)","402","Bexley, 00AD (402)","1/6/2019 - 31/8/2019, Every day, Daily Average",2053,1515,2781
"891","Newham, 00BB (891)","403","Bexley, 00AD (403)","1/6/2019 - 31/8/2019, Every day, Daily Average",2065,1552,2745
"891","Newham, 00BB (891)","404","Bexley, 00AD (404)","1/6/2019 - 31/8/2019, Every day, Daily Average",2199,1623,2978
"891","Newham, 00BB (891)","407","Barking and Dagenham, 00AB (407)","1/6/2019 - 31/8/2019, Every day, Daily Average",807,592,1099
"891","Newham, 00BB (891)","408","Barking and Dagenham, 00AB (408)","1/6/2019 - 31/8/2019, Every day, Daily Average",984,698,1385
"891","Newham, 00BB (891)","415","Barnet, 00AC (415)","1/6/2019 - 31/8/2019, Every day, Daily Average",2367,1897,2952
"891","Newham, 00BB (891)","416","Barnet, 00AC (416)","1/6/2019 - 31/8/2019, Every day, Daily Average",2633,2043,3392
"891","Newham, 00BB (891)","423","Brent, 00AE (423)","1/6/2019 - 31/8/2019, Every day, Daily Average",3192,2693,3783
"891","Newham, 00BB (891)","424","Brent, 00AE (424)","1/6/2019 - 31/8/2019, Every day, Daily Average",2911,2307,3672
"891","Newham, 00BB (891)","425","Brent, 00AE (425)","1/6/2019 - 31/8/2019, Every day, Daily Average",2852,2178,3733
"891","Newham, 00BB (891)","428","Brent, 00AE (428)","1/6/2019 - 31/8/2019, Every day, Daily Average",2989,2393,3732
"891","Newham, 00BB (891)","434","Brent, 00AE (434)","1/6/2019 - 31/8/2019, Every day, Daily Average",3144,2564,3855
"891","Newham, 00BB (891)","435","Brent, 00AE (435)","1/6/2019 - 31/8/2019, Every day, Daily Average",3092,2468,3872
"891","Newham, 00BB (891)","441","Brent, 00AE (441)","1/6/2019 - 31/8/2019, Every day, Daily Average",3223,2586,4015
"891","Newham, 00BB (891)","442","Bromley, 00AF (442)","1/6/2019 - 31/8/2019, Every day, Daily Average",2255,1865,2725
"891","Newham, 00BB (891)","443","Bromley, 00AF (443)","1/6/2019 - 31/8/2019, Every day, Daily Average",2343,1770,3100
"891","Newham, 00BB (891)","444","Bromley, 00AF (444)","1/6/2019 - 31/8/2019, Every day, Daily Average",2299,1923,2747
"891","Newham, 00BB (891)","445","Bromley, 00AF (445)","1/6/2019 - 31/8/2019, Every day, Daily Average",2453,2064,2915
"891","Newham, 00BB (891)","446","Bromley, 00AF (446)","1/6/2019 - 31/8/2019, Every day, Daily Average",2217,1895,2593
"891","Newham, 00BB (891)","447","Bromley, 00AF (447)","1/6/2019 - 31/8/2019, Every day, Daily Average",2277,1857,2790
"891","Newham, 00BB (891)","449","Bromley, 00AF (449)","1/6/2019 - 31/8/2019, Every day, Daily Average",2526,2055,3104
"891","Newham, 00BB (891)","452","Bromley, 00AF (452)","1/6/2019 - 31/8/2019, Every day, Daily Average",2386,1958,2907
"891","Newham, 00BB (891)","464","Camden, 00AG (464)","1/6/2019 - 31/8/2019, Every day, Daily Average",3002,2579,3493
"891","Newham, 00BB (891)","465","Camden, 00AG (465)","1/6/2019 - 31/8/2019, Every day, Daily Average",3145,2629,3761
"891","Newham, 00BB (891)","466","Camden, 00AG (466)","1/6/2019 - 31/8/2019, Every day, Daily Average",2790,2374,3278
"891","Newham, 00BB (891)","467","Camden, 00AG (467)","1/6/2019 - 31/8/2019, Every day, Daily Average",3057,2524,3701
"891","Newham, 00BB (891)","468","Camden, 00AG (468)","1/6/2019 - 31/8/2019, Every day, Daily Average",3114,2562,3784
"891","Newham, 00BB (891)","469","Camden, 00AG (469)","1/6/2019 - 31/8/2019, Every day, Daily Average",3120,2647,3676
"891","Newham, 00BB (891)","470","Camden, 00AG (470)","1/6/2019 - 31/8/2019, Every day, Daily Average",2898,2474,3393
"891","Newham, 00BB (891)","471","Camden, 00AG (471)","1/6/2019 - 31/8/2019, Every day, Daily Average",3185,2662,3809
"891","Newham, 00BB (891)","472","Camden, 00AG (472)","1/6/2019 - 31/8/2019, Every day, Daily Average",2740,2333,3217
"891","Newham, 00BB (891)","473","Camden, 00AG (473)","1/6/2019 - 31/8/2019, Every day, Daily Average",2991,2514,3557
"891","Newham, 00BB (891)","474","Hillingdon, 00AS (474)","1/6/2019 - 31/8/2019, Every day, Daily Average",4278,3433,5330
"891","Newham, 00BB (891)","475","Hillingdon, 00AS (475)","1/6/2019 - 31/8/2019, Every day, Daily Average",4451,3551,5578
"891","Newham, 00BB (891)","476","Hillingdon, 00AS (476)","1/6/2019 - 31/8/2019, Every day, Daily Average",4708,3753,5905
"891","Newham, 00BB (891)","477","Hillingdon, 00AS (477)","1/6/2019 - 31/8/2019, Every day, Daily Average",4721,3957,5632
"891","Newham, 00BB (891)","478","Hillingdon, 00AS (478)","1/6/2019 - 31/8/2019, Every day, Daily Average",4602,3451,6136
"891","Newham, 00BB (891)","479","Hillingdon, 00AS (479)","1/6/2019 - 31/8/2019, Every day, Daily Average",4897,3860,6211
"891","Newham, 00BB (891)","480","Hillingdon, 00AS (480)","1/6/2019 - 31/8/2019, Every day, Daily Average",4625,3496,6117
"891","Newham, 00BB (891)","481","Hounslow, 00AT (481)","1/6/2019 - 31/8/2019, Every day, Daily Average",3763,2767,5115
"891","Newham, 00BB (891)","482","Hounslow, 00AT (482)","1/6/2019 - 31/8/2019, Every day, Daily Average",4014,2945,5470
"891","Newham, 00BB (891)","483","Hounslow, 00AT (483)","1/6/2019 - 31/8/2019, Every day, Daily Average",4084,2987,5582
"891","Newham, 00BB (891)","484","Hounslow, 00AT (484)","1/6/2019 - 31/8/2019, Every day, Daily Average",4374,3245,5894
"891","Newham, 00BB (891)","485","Hounslow, 00AT (485)","1/6/2019 - 31/8/2019, Every day, Daily Average",4462,3375,5897
"891","Newham, 00BB (891)","490","Brent, 00AE (490)","1/6/2019 - 31/8/2019, Every day, Daily Average",3590,2926,4404
"891","Newham, 00BB (891)","491","Camden, 00AG (491)","1/6/2019 - 31/8/2019, Every day, Daily Average",2716,2298,3210
"891","Newham, 00BB (891)","492","Camden, 00AG (492)","1/6/2019 - 31/8/2019, Every day, Daily Average",2888,2395,3481
"891","Newham, 00BB (891)","493","Camden, 00AG (493)","1/6/2019 - 31/8/2019, Every day, Daily Average",3314,2734,4016
"891","Newham, 00BB (891)","494","Greenwich, 00AL (494)","1/6/2019 - 31/8/2019, Every day, Daily Average",1179,903,1538
"891","Newham, 00BB (891)","495","Hounslow, 00AT (495)","1/6/2019 - 31/8/2019, Every day, Daily Average",4217,3094,5746
"891","Newham, 00BB (891)","496","Hounslow, 00AT (496)","1/6/2019 - 31/8/2019, Every day, Daily Average",3858,2829,5260
"891","Newham, 00BB (891)","497","Hounslow, 00AT (497)","1/6/2019 - 31/8/2019, Every day, Daily Average",3983,2915,5442
"891","Newham, 00BB (891)","498","Hounslow, 00AT (498)","1/6/2019 - 31/8/2019, Every day, Daily Average",4333,3205,5857
"891","Newham, 00BB (891)","499","Hounslow, 00AT (499)","1/6/2019 - 31/8/2019, Every day, Daily Average",4462,3338,5963
"891","Newham, 00BB (891)","500","Camden, 00AG (500)","1/6/2019 - 31/8/2019, Every day, Daily Average",3171,2664,3774
"891","Newham, 00BB (891)","501","Camden, 00AG (501)","1/6/2019 - 31/8/2019, Every day, Daily Average",2765,2179,3507
"891","Newham, 00BB (891)","505","Camden, 00AG (505)","1/6/2019 - 31/8/2019, Every day, Daily Average",2972,2487,3551
"891","Newham, 00BB (891)","506","Croydon, 00AH (506)","1/6/2019 - 31/8/2019, Every day, Daily Average",3005,2493,3621
"891","Newham, 00BB (891)","507","Croydon, 00AH (507)","1/6/2019 - 31/8/2019, Every day, Daily Average",3087,2545,3744
"891","Newham, 00BB (891)","510","Camden, 00AG (510)","1/6/2019 - 31/8/2019, Every day, Daily Average",3060,2526,3706
"891","Newham, 00BB (891)","511","Croydon, 00AH (511)","1/6/2019 - 31/8/2019, Every day, Daily Average",3024,2537,3604
"891","Newham, 00BB (891)","512","Croydon, 00AH (512)","1/6/2019 - 31/8/2019, Every day, Daily Average",3368,2762,4105
"891","Newham, 00BB (891)","517","Camden, 00AG (517)","1/6/2019 - 31/8/2019, Every day, Daily Average",2605,2053,3305
"891","Newham, 00BB (891)","524","Camden, 00AG (524)","1/6/2019 - 31/8/2019, Every day, Daily Average",2657,2053,3438
"891","Newham, 00BB (891)","537","Ealing, 00AJ (537)","1/6/2019 - 31/8/2019, Every day, Daily Average",3768,2929,4847
"891","Newham, 00BB (891)","538","Ealing, 00AJ (538)","1/6/2019 - 31/8/2019, Every day, Daily Average",3700,2873,4763
"891","Newham, 00BB (891)","539","Ealing, 00AJ (539)","1/6/2019 - 31/8/2019, Every day, Daily Average",3967,3181,4946
"891","Newham, 00BB (891)","540","Ealing, 00AJ (540)","1/6/2019 - 31/8/2019, Every day, Daily Average",4095,3265,5135
"891","Newham, 00BB (891)","541","Ealing, 00AJ (541)","1/6/2019 - 31/8/2019, Every day, Daily Average",3899,3050,4983
"891","Newham, 00BB (891)","542","Ealing, 00AJ (542)","1/6/2019 - 31/8/2019, Every day, Daily Average",3431,2724,4321
"891","Newham, 00BB (891)","543","Ealing, 00AJ (543)","1/6/2019 - 31/8/2019, Every day, Daily Average",3821,2919,5000
"891","Newham, 00BB (891)","544","Ealing, 00AJ (544)","1/6/2019 - 31/8/2019, Every day, Daily Average",3649,2867,4643
"891","Newham, 00BB (891)","546","Ealing, 00AJ (546)","1/6/2019 - 31/8/2019, Every day, Daily Average",3738,2947,4740
"891","Newham, 00BB (891)","551","Camden, 00AG (551)","1/6/2019 - 31/8/2019, Every day, Daily Average",2422,1934,3031
"891","Newham, 00BB (891)","552","Ealing, 00AJ (552)","1/6/2019 - 31/8/2019, Every day, Daily Average",3618,2883,4539
"891","Newham, 00BB (891)","556","Ealing, 00AJ (556)","1/6/2019 - 31/8/2019, Every day, Daily Average",3759,2978,4743
"891","Newham, 00BB (891)","559","Ealing, 00AJ (559)","1/6/2019 - 31/8/2019, Every day, Daily Average",3773,3003,4740
"891","Newham, 00BB (891)","567","Camden, 00AG (567)","1/6/2019 - 31/8/2019, Every day, Daily Average",2520,1962,3236
"891","Newham, 00BB (891)","568","Hackney, 00AM (568)","1/6/2019 - 31/8/2019, Every day, Daily Average",1497,1191,1880
"891","Newham, 00BB (891)","569","Hackney, 00AM (569)","1/6/2019 - 31/8/2019, Every day, Daily Average",2035,1744,2374
"891","Newham, 00BB (891)","570","Hackney, 00AM (570)","1/6/2019 - 31/8/2019, Every day, Daily Average",1149,853,1546
"891","Newham, 00BB (891)","571","Hackney, 00AM (571)","1/6/2019 - 31/8/2019, Every day, Daily Average",1833,1537,2184
"891","Newham, 00BB (891)","572","Camden, 00AG (572)","1/6/2019 - 31/8/2019, Every day, Daily Average",2153,1678,2761
"891","Newham, 00BB (891)","573","Camden, 00AG (573)","1/6/2019 - 31/8/2019, Every day, Daily Average",2135,1681,2710
"891","Newham, 00BB (891)","574","Croydon, 00AH (574)","1/6/2019 - 31/8/2019, Every day, Daily Average",3019,2519,3617
"891","Newham, 00BB (891)","575","Croydon, 00AH (575)","1/6/2019 - 31/8/2019, Every day, Daily Average",3086,2623,3629
"891","Newham, 00BB (891)","580","Croydon, 00AH (580)","1/6/2019 - 31/8/2019, Every day, Daily Average",2919,2451,3475
"891","Newham, 00BB (891)","581","Croydon, 00AH (581)","1/6/2019 - 31/8/2019, Every day, Daily Average",2841,2362,3416
"891","Newham, 00BB (891)","585","Croydon, 00AH (585)","1/6/2019 - 31/8/2019, Every day, Daily Average",2694,2211,3282
"891","Newham, 00BB (891)","596","Enfield, 00AK (596)","1/6/2019 - 31/8/2019, Every day, Daily Average",2134,1769,2573
"891","Newham, 00BB (891)","597","Enfield, 00AK (597)","1/6/2019 - 31/8/2019, Every day, Daily Average",2212,1819,2688
"891","Newham, 00BB (891)","598","Enfield, 00AK (598)","1/6/2019 - 31/8/2019, Every day, Daily Average",2096,1736,2529
"891","Newham, 00BB (891)","599","Enfield, 00AK (599)","1/6/2019 - 31/8/2019, Every day, Daily Average",2374,1966,2866
"891","Newham, 00BB (891)","606","Enfield, 00AK (606)","1/6/2019 - 31/8/2019, Every day, Daily Average",3000,2233,4029
"891","Newham, 00BB (891)","607","Greenwich, 00AL (607)","1/6/2019 - 31/8/2019, Every day, Daily Average",2011,1380,2928
"891","Newham, 00BB (891)","608","Hackney, 00AM (608)","1/6/2019 - 31/8/2019, Every day, Daily Average",1223,907,1647
"891","Newham, 00BB (891)","609","Hackney, 00AM (609)","1/6/2019 - 31/8/2019, Every day, Daily Average",1656,1370,2001
"891","Newham, 00BB (891)","610","Hackney, 00AM (610)","1/6/2019 - 31/8/2019, Every day, Daily Average",1393,1142,1699
"891","Newham, 00BB (891)","611","Havering, 00AR (611)","1/6/2019 - 31/8/2019, Every day, Daily Average",2189,1731,2766
"891","Newham, 00BB (891)","616","Havering, 00AR (616)","1/6/2019 - 31/8/2019, Every day, Daily Average",2164,1691,2769
"891","Newham, 00BB (891)","617","Havering, 00AR (617)","1/6/2019 - 31/8/2019, Every day, Daily Average",2124,1736,2598
"891","Newham, 00BB (891)","618","Havering, 00AR (618)","1/6/2019 - 31/8/2019, Every day, Daily Average",2007,1624,2478
"891","Newham, 00BB (891)","620","Havering, 00AR (620)","1/6/2019 - 31/8/2019, Every day, Daily Average",1930,1560,2386
"891","Newham, 00BB (891)","622","Havering, 00AR (622)","1/6/2019 - 31/8/2019, Every day, Daily Average",2030,1642,2508
"891","Newham, 00BB (891)","623","Havering, 00AR (623)","1/6/2019 - 31/8/2019, Every day, Daily Average",2112,1688,2640
"891","Newham, 00BB (891)","625","Havering, 00AR (625)","1/6/2019 - 31/8/2019, Every day, Daily Average",1945,1559,2425
"891","Newham, 00BB (891)","626","Havering, 00AR (626)","1/6/2019 - 31/8/2019, Every day, Daily Average",1796,1418,2273
"891","Newham, 00BB (891)","627","Greenwich, 00AL (627)","1/6/2019 - 31/8/2019, Every day, Daily Average",1528,1014,2302
"891","Newham, 00BB (891)","628","Greenwich, 00AL (628)","1/6/2019 - 31/8/2019, Every day, Daily Average",1945,1394,2713
"891","Newham, 00BB (891)","629","Greenwich, 00AL (629)","1/6/2019 - 31/8/2019, Every day, Daily Average",1772,1197,2622
